epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1319.94,2.68721,5.42751,2.84029,3.4941,0.97982,0.95659,0.98779,0.76321,0.97891,0.95859,0.98664,0.77409,0.84525,1.0165,0.55404,1.36823,0.00333246,0.00333246,0.00333246
2,2614,0.89752,1.20714,0.63725,1.49556,0.99074,0.9896,0.99457,0.83987,0.99084,0.9894,0.99455,0.84741,0.64379,0.75042,0.3348,1.11719,0.0065998,0.0065998,0.0065998
3,3883.44,0.81152,1.09072,0.53971,1.39613,0.99219,0.9934,0.99481,0.86088,0.99119,0.9924,0.99471,0.86301,0.60282,0.71281,0.29189,1.06925,0.00980115,0.00980115,0.00980115
4,5151.89,0.76863,1.03531,0.4941,1.35354,0.99122,0.99379,0.99482,0.87845,0.99122,0.99373,0.99483,0.87827,0.5622,0.6791,0.2586,1.02365,0.009703,0.009703,0.009703
5,6419.89,0.72163,0.97068,0.44839,1.3101,0.99027,0.995,0.99478,0.8913,0.99008,0.9948,0.99474,0.89189,0.54156,0.64175,0.24719,0.99938,0.009604,0.009604,0.009604
6,7687.53,0.69827,0.9393,0.42634,1.28886,0.99281,0.9944,0.99485,0.89882,0.99281,0.9944,0.99482,0.89846,0.52588,0.62154,0.23912,0.98457,0.009505,0.009505,0.009505
7,8957.11,0.67785,0.9105,0.41306,1.27075,0.99269,0.9948,0.99483,0.90226,0.99251,0.9946,0.99478,0.90182,0.51626,0.60926,0.23439,0.97437,0.009406,0.009406,0.009406
8,10225.3,0.66379,0.8934,0.40007,1.25499,0.99262,0.99503,0.9948,0.90308,0.99202,0.9944,0.99476,0.903,0.50989,0.60191,0.22894,0.96868,0.009307,0.009307,0.009307
9,11493.2,0.65524,0.87957,0.39083,1.24377,0.99308,0.9946,0.99477,0.90353,0.99281,0.99405,0.99477,0.90273,0.50578,0.59751,0.22348,0.96537,0.009208,0.009208,0.009208
10,12760.5,0.64693,0.86757,0.38373,1.23239,0.99342,0.9944,0.99479,0.90565,0.99284,0.9938,0.99476,0.90502,0.50263,0.59263,0.22147,0.96304,0.009109,0.009109,0.009109
11,14028.5,0.63854,0.85811,0.37655,1.22712,0.99393,0.9942,0.99475,0.90514,0.99377,0.994,0.99475,0.90528,0.50084,0.58909,0.22024,0.96119,0.00901,0.00901,0.00901
12,15295.8,0.6335,0.85108,0.37297,1.21948,0.99442,0.9946,0.99477,0.90622,0.99406,0.9938,0.99475,0.9069,0.49866,0.58569,0.21853,0.95965,0.008911,0.008911,0.008911
13,16563.5,0.62464,0.83852,0.36519,1.21052,0.99471,0.9944,0.99476,0.9098,0.99485,0.9942,0.99476,0.9099,0.49642,0.58186,0.21533,0.95821,0.008812,0.008812,0.008812
14,17831.6,0.62125,0.8342,0.36349,1.20648,0.99479,0.99373,0.99475,0.9106,0.99479,0.99373,0.99475,0.91115,0.49616,0.57896,0.21288,0.95737,0.008713,0.008713,0.008713
15,19099.9,0.61628,0.82799,0.36111,1.19689,0.9944,0.99396,0.99475,0.91134,0.9944,0.99396,0.99475,0.9124,0.49532,0.57543,0.21289,0.95607,0.008614,0.008614,0.008614
16,20367.6,0.61298,0.82075,0.35888,1.19413,0.994,0.994,0.99474,0.91223,0.994,0.994,0.99474,0.91356,0.49311,0.57194,0.21228,0.9539,0.008515,0.008515,0.008515
17,21636.1,0.60888,0.81682,0.35709,1.19,0.99368,0.9946,0.99474,0.91176,0.99368,0.9946,0.99474,0.91361,0.49173,0.56796,0.2114,0.9525,0.008416,0.008416,0.008416
18,22904.3,0.60756,0.81415,0.35389,1.18413,0.99441,0.9936,0.99472,0.9122,0.99441,0.9936,0.99472,0.91381,0.48932,0.56413,0.21019,0.9499,0.008317,0.008317,0.008317
19,24173.2,0.60275,0.80799,0.35136,1.17552,0.994,0.99444,0.99474,0.91326,0.994,0.99444,0.99474,0.91594,0.48651,0.56053,0.20826,0.94703,0.008218,0.008218,0.008218
20,25441.3,0.59914,0.80116,0.34854,1.16348,0.99377,0.9948,0.99474,0.91562,0.99377,0.9948,0.99474,0.91652,0.48306,0.55699,0.20624,0.94431,0.008119,0.008119,0.008119
21,26709.6,0.59644,0.79968,0.34574,1.16883,0.9944,0.99481,0.99473,0.91751,0.9944,0.99481,0.99473,0.91833,0.47984,0.5538,0.20407,0.94049,0.00802,0.00802,0.00802
22,27978.2,0.59396,0.796,0.343,1.16337,0.99485,0.9944,0.99477,0.91932,0.99485,0.9944,0.99477,0.91971,0.47722,0.55064,0.20273,0.93684,0.007921,0.007921,0.007921
23,29244.9,0.59116,0.79033,0.34128,1.16453,0.99494,0.994,0.99476,0.92054,0.99494,0.994,0.99476,0.92055,0.47549,0.54815,0.20272,0.93441,0.007822,0.007822,0.007822
24,30512.8,0.58931,0.79061,0.34011,1.16072,0.99489,0.994,0.99477,0.92088,0.99489,0.994,0.99477,0.92168,0.47316,0.54591,0.20116,0.93116,0.007723,0.007723,0.007723
25,31782.1,0.58583,0.78568,0.33764,1.15597,0.99499,0.9942,0.99478,0.92214,0.99517,0.9948,0.99478,0.92218,0.47071,0.54399,0.19768,0.92806,0.007624,0.007624,0.007624
26,33051.1,0.58483,0.78304,0.33859,1.145,0.9952,0.99485,0.99478,0.92252,0.99516,0.995,0.99478,0.92265,0.4694,0.54159,0.19539,0.92592,0.007525,0.007525,0.007525
27,34320,0.58166,0.78117,0.33577,1.14906,0.99525,0.9946,0.99478,0.92314,0.99525,0.9946,0.99478,0.92345,0.46761,0.54065,0.19381,0.92316,0.007426,0.007426,0.007426
28,35588.1,0.57798,0.77336,0.33183,1.14635,0.9954,0.99514,0.99479,0.92401,0.9952,0.99494,0.99478,0.92427,0.46662,0.53849,0.19244,0.92135,0.007327,0.007327,0.007327
29,36856.2,0.57618,0.77177,0.33135,1.14359,0.9956,0.99476,0.99479,0.92456,0.9954,0.99456,0.99477,0.92526,0.46493,0.53655,0.19136,0.91925,0.007228,0.007228,0.007228
30,38125.9,0.575,0.7706,0.33062,1.14273,0.9956,0.99469,0.99479,0.92456,0.99539,0.99449,0.99478,0.92508,0.46395,0.53523,0.19229,0.9191,0.007129,0.007129,0.007129
31,39394.3,0.57321,0.76438,0.32992,1.13336,0.99525,0.9948,0.99478,0.92514,0.99505,0.9946,0.99477,0.92538,0.46417,0.53412,0.19465,0.91951,0.00703,0.00703,0.00703
32,40661.9,0.57176,0.76429,0.33147,1.12582,0.99569,0.9946,0.99479,0.9254,0.99549,0.9944,0.99478,0.92563,0.46353,0.53276,0.19375,0.91877,0.006931,0.006931,0.006931
33,41929.5,0.5678,0.75945,0.32623,1.11811,0.99543,0.9948,0.99479,0.92577,0.99523,0.9946,0.99479,0.92625,0.46231,0.53022,0.19233,0.91751,0.006832,0.006832,0.006832
34,43197.2,0.5656,0.75904,0.32467,1.11905,0.9954,0.99453,0.99479,0.92648,0.99519,0.99433,0.99479,0.92646,0.46173,0.52783,0.19005,0.91649,0.006733,0.006733,0.006733
35,44463.6,0.56498,0.75538,0.32313,1.12577,0.9954,0.99456,0.99479,0.92646,0.99511,0.9944,0.99478,0.92643,0.46098,0.52615,0.18945,0.91549,0.006634,0.006634,0.006634
36,45730.3,0.56256,0.75401,0.32341,1.10378,0.99548,0.9942,0.99478,0.92704,0.9952,0.99442,0.99477,0.92746,0.45937,0.52535,0.1912,0.91377,0.006535,0.006535,0.006535
37,46996.7,0.56009,0.74905,0.31986,1.10677,0.99599,0.99436,0.99477,0.92756,0.99579,0.99433,0.99475,0.92754,0.45745,0.52424,0.18784,0.91181,0.006436,0.006436,0.006436
38,48263.2,0.55707,0.74703,0.31701,1.0978,0.99582,0.994,0.99477,0.92746,0.99559,0.99384,0.99475,0.92807,0.45554,0.52398,0.18771,0.9097,0.006337,0.006337,0.006337
39,49530.4,0.55542,0.74637,0.31729,1.09683,0.99559,0.99372,0.99475,0.92856,0.99539,0.9936,0.99474,0.92891,0.45427,0.52278,0.18608,0.90811,0.006238,0.006238,0.006238
40,50795.8,0.55396,0.7415,0.31728,1.08769,0.99512,0.994,0.99478,0.92822,0.99492,0.9938,0.99477,0.92909,0.4544,0.51974,0.1872,0.90698,0.006139,0.006139,0.006139
41,52063,0.54995,0.73811,0.31631,1.08489,0.9948,0.99432,0.99478,0.92778,0.99499,0.99395,0.99478,0.92916,0.45452,0.51839,0.18809,0.90629,0.00604,0.00604,0.00604
42,53329.3,0.54939,0.73655,0.31428,1.08681,0.99479,0.994,0.99477,0.92836,0.99459,0.9938,0.99476,0.92949,0.45311,0.51879,0.18803,0.90383,0.005941,0.005941,0.005941
43,54596.2,0.54754,0.7316,0.31322,1.08755,0.99539,0.99414,0.99477,0.928,0.99519,0.99394,0.99476,0.9301,0.45224,0.51693,0.19634,0.90162,0.005842,0.005842,0.005842
44,55862.8,0.54489,0.73185,0.31,1.08578,0.99599,0.99396,0.99476,0.92894,0.99579,0.99376,0.99475,0.93001,0.44951,0.51646,0.20905,0.89817,0.005743,0.005743,0.005743
45,57130.2,0.54334,0.73052,0.30961,1.07387,0.99595,0.994,0.99477,0.92906,0.99575,0.9938,0.99476,0.92987,0.44751,0.51629,0.19908,0.8948,0.005644,0.005644,0.005644
46,58397.1,0.54033,0.72481,0.30624,1.06805,0.99546,0.9942,0.99479,0.92967,0.99526,0.994,0.99478,0.93045,0.44537,0.5158,0.189,0.89188,0.005545,0.005545,0.005545
47,59663.7,0.53942,0.72387,0.30601,1.07081,0.99595,0.9944,0.9948,0.92935,0.99575,0.9942,0.9948,0.93094,0.44428,0.5155,0.18218,0.89022,0.005446,0.005446,0.005446
48,60930.8,0.53705,0.72114,0.30387,1.0654,0.99559,0.9948,0.99481,0.92913,0.99539,0.9946,0.99481,0.93148,0.44356,0.51535,0.18045,0.88901,0.005347,0.005347,0.005347
49,62197.8,0.53429,0.71714,0.30306,1.06039,0.99576,0.9946,0.99482,0.92864,0.99556,0.9944,0.99482,0.93199,0.44307,0.51534,0.18003,0.88822,0.005248,0.005248,0.005248
50,63464.3,0.53135,0.71362,0.29921,1.05845,0.99579,0.99426,0.99483,0.92962,0.99559,0.99406,0.99483,0.93295,0.44234,0.51558,0.17861,0.8866,0.005149,0.005149,0.005149
51,64730.2,0.52933,0.71156,0.29968,1.05717,0.99579,0.9938,0.99484,0.93014,0.99559,0.9936,0.99484,0.93262,0.44126,0.51556,0.17518,0.88507,0.00505,0.00505,0.00505
52,65997,0.52662,0.70895,0.29732,1.06045,0.99498,0.9952,0.99484,0.9304,0.99453,0.9948,0.99483,0.93228,0.44,0.51538,0.17441,0.88428,0.004951,0.004951,0.004951
53,67261.6,0.52429,0.7045,0.29662,1.05695,0.9954,0.99476,0.99484,0.93065,0.995,0.99436,0.99483,0.93274,0.43916,0.51517,0.18475,0.88245,0.004852,0.004852,0.004852
54,68529.2,0.52125,0.7022,0.29396,1.05326,0.9954,0.99481,0.99483,0.93099,0.995,0.9945,0.99482,0.93287,0.43917,0.51489,0.19176,0.88174,0.004753,0.004753,0.004753
55,69795.2,0.51861,0.6985,0.29279,1.04883,0.9948,0.9952,0.99485,0.92946,0.9944,0.99523,0.99484,0.93235,0.44466,0.51472,0.19105,0.88472,0.004654,0.004654,0.004654
56,71061,0.51811,0.69634,0.29235,1.04688,0.9952,0.99517,0.99486,0.92638,0.9948,0.99518,0.99484,0.93273,0.44593,0.51488,0.18257,0.88604,0.004555,0.004555,0.004555
57,72327.2,0.51506,0.69449,0.28863,1.04409,0.995,0.99546,0.99486,0.92678,0.9946,0.99506,0.99485,0.93283,0.44539,0.51514,0.17915,0.88433,0.004456,0.004456,0.004456
58,73594.8,0.5137,0.68829,0.28761,1.04226,0.99401,0.99623,0.99487,0.92713,0.99361,0.99583,0.99486,0.93309,0.44504,0.51539,0.17565,0.88278,0.004357,0.004357,0.004357
59,74862.6,0.51018,0.68739,0.28719,1.04384,0.99416,0.9962,0.99487,0.92754,0.9938,0.9964,0.99486,0.93313,0.44528,0.51562,0.17428,0.88301,0.004258,0.004258,0.004258
60,76128.2,0.50725,0.68332,0.28512,1.03758,0.99385,0.9956,0.99486,0.92814,0.99365,0.9954,0.99485,0.93358,0.44603,0.51619,0.17394,0.88427,0.004159,0.004159,0.004159
61,77395.1,0.50446,0.68079,0.28293,1.03379,0.9948,0.9956,0.99486,0.92816,0.9946,0.9954,0.99485,0.93362,0.44564,0.51637,0.17363,0.88399,0.00406,0.00406,0.00406
62,78662.6,0.50144,0.6765,0.28055,1.03201,0.99436,0.9956,0.99485,0.92779,0.99416,0.9954,0.99485,0.93367,0.44582,0.51732,0.17274,0.8843,0.003961,0.003961,0.003961
63,79929.6,0.50013,0.67485,0.28135,1.03432,0.99421,0.99619,0.99485,0.92794,0.99441,0.99557,0.99485,0.93343,0.44634,0.51854,0.17232,0.88566,0.003862,0.003862,0.003862
64,81195.6,0.49743,0.67187,0.27769,1.0365,0.99476,0.9962,0.99485,0.928,0.99476,0.9962,0.99485,0.93345,0.44646,0.51955,0.1723,0.8871,0.003763,0.003763,0.003763
65,82462.4,0.49459,0.66762,0.27678,1.03187,0.99443,0.996,0.99486,0.92807,0.99443,0.996,0.99486,0.93323,0.44689,0.51963,0.17223,0.88928,0.003664,0.003664,0.003664
66,83728.3,0.48959,0.66246,0.27408,1.02463,0.9948,0.9964,0.99486,0.92769,0.9946,0.9962,0.99486,0.93293,0.4467,0.52028,0.17143,0.89002,0.003565,0.003565,0.003565
67,84994.9,0.48832,0.66026,0.27322,1.02251,0.99421,0.99655,0.99485,0.9279,0.99421,0.99655,0.99485,0.93303,0.44657,0.52067,0.17186,0.89037,0.003466,0.003466,0.003466
68,86260.8,0.48544,0.65629,0.2716,1.01908,0.99442,0.9966,0.99487,0.92783,0.99442,0.9966,0.99487,0.93336,0.44694,0.52236,0.17146,0.89111,0.003367,0.003367,0.003367
69,87527.3,0.48273,0.65271,0.27019,1.01864,0.99596,0.9948,0.99487,0.92758,0.99596,0.9948,0.99487,0.9335,0.44751,0.52423,0.17157,0.89274,0.003268,0.003268,0.003268
70,88793.8,0.47775,0.64724,0.26695,1.01896,0.99397,0.9968,0.99488,0.92712,0.99397,0.9968,0.99488,0.93294,0.44814,0.52687,0.17103,0.8952,0.003169,0.003169,0.003169
71,90062.1,0.47635,0.64303,0.26551,1.01464,0.99639,0.99494,0.99486,0.92712,0.99639,0.99494,0.99486,0.93304,0.44822,0.52868,0.17158,0.89674,0.00307,0.00307,0.00307
72,91327.3,0.47457,0.64118,0.26376,1.01209,0.9954,0.99574,0.99485,0.92658,0.9954,0.99574,0.99485,0.93278,0.44904,0.53177,0.1715,0.89879,0.002971,0.002971,0.002971
73,92592.7,0.46973,0.63764,0.26087,1.01192,0.99543,0.9956,0.99485,0.92614,0.99523,0.9954,0.99485,0.93284,0.45002,0.53425,0.17168,0.90146,0.002872,0.002872,0.002872
74,93860.7,0.46681,0.63191,0.25749,1.00804,0.9952,0.99609,0.99486,0.92556,0.9948,0.99569,0.99485,0.9326,0.45122,0.53658,0.17178,0.90445,0.002773,0.002773,0.002773
75,95128.3,0.46453,0.62683,0.25762,1.01326,0.9958,0.99563,0.99485,0.92505,0.9954,0.99523,0.99484,0.93232,0.45196,0.53943,0.17195,0.90691,0.002674,0.002674,0.002674
76,96396.1,0.46173,0.6251,0.25632,1.01392,0.99481,0.99629,0.99484,0.9246,0.99441,0.99589,0.99484,0.93196,0.45278,0.54099,0.17224,0.90946,0.002575,0.002575,0.002575
77,97664.6,0.45748,0.61951,0.253,1.00279,0.99421,0.99595,0.99484,0.92412,0.99421,0.99595,0.99483,0.93192,0.45333,0.54434,0.17286,0.91178,0.002476,0.002476,0.002476
78,98931.4,0.45409,0.61356,0.25056,1.00059,0.99461,0.99582,0.99484,0.92436,0.99441,0.99562,0.99482,0.93222,0.45332,0.54699,0.17291,0.91324,0.002377,0.002377,0.002377
79,100199,0.45029,0.60952,0.2473,1.00167,0.9956,0.9953,0.99482,0.92405,0.9952,0.9949,0.99479,0.93198,0.45353,0.55058,0.17376,0.9153,0.002278,0.002278,0.002278
80,101466,0.44672,0.60392,0.24704,1.0028,0.99543,0.995,0.99482,0.92344,0.99523,0.9948,0.99477,0.93177,0.45347,0.55342,0.17364,0.91677,0.002179,0.002179,0.002179
81,102732,0.44256,0.60049,0.24438,0.99667,0.9956,0.99545,0.99481,0.92356,0.9954,0.99525,0.99476,0.93181,0.45399,0.55762,0.17359,0.91923,0.00208,0.00208,0.00208
82,103999,0.4389,0.59393,0.24072,0.99151,0.99449,0.9964,0.99481,0.92315,0.99429,0.9962,0.99475,0.93152,0.45417,0.56018,0.17394,0.92076,0.001981,0.001981,0.001981
83,105267,0.4363,0.59134,0.23874,0.98876,0.995,0.99593,0.99481,0.92332,0.9948,0.99573,0.99475,0.93082,0.45454,0.564,0.17361,0.9227,0.001882,0.001882,0.001882
84,106534,0.4301,0.58164,0.23735,0.98114,0.99514,0.9956,0.99482,0.92272,0.99474,0.9952,0.99476,0.93056,0.45494,0.56888,0.17396,0.92521,0.001783,0.001783,0.001783
85,107801,0.42662,0.57792,0.23419,0.98069,0.99549,0.9956,0.99481,0.92223,0.99509,0.9952,0.99474,0.93016,0.45567,0.57503,0.17406,0.92861,0.001684,0.001684,0.001684
86,109068,0.42204,0.57136,0.23017,0.98069,0.9962,0.9953,0.99481,0.92198,0.9958,0.9949,0.99474,0.92984,0.45595,0.57994,0.17412,0.9322,0.001585,0.001585,0.001585
87,110335,0.41675,0.56569,0.2275,0.9778,0.9958,0.99549,0.99479,0.92132,0.9956,0.99529,0.99473,0.92932,0.45643,0.58583,0.17416,0.93567,0.001486,0.001486,0.001486
88,111599,0.41189,0.55715,0.22393,0.97843,0.9956,0.99529,0.99478,0.92156,0.9954,0.99509,0.99474,0.92911,0.45777,0.59254,0.17422,0.93998,0.001387,0.001387,0.001387
89,112863,0.40883,0.55364,0.22165,0.97655,0.9956,0.99564,0.99476,0.92134,0.9954,0.99544,0.99476,0.92849,0.45937,0.59933,0.17455,0.94469,0.001288,0.001288,0.001288
90,114127,0.40304,0.54704,0.2174,0.9734,0.996,0.99567,0.99475,0.92031,0.9956,0.99527,0.99475,0.92864,0.46072,0.60691,0.17512,0.95002,0.001189,0.001189,0.001189
91,115392,0.28457,0.34346,0.13279,0.94002,0.99678,0.995,0.99475,0.92025,0.99658,0.9948,0.99475,0.92873,0.46019,0.61188,0.17454,0.95131,0.00109,0.00109,0.00109
92,116659,0.27056,0.32781,0.12471,0.92875,0.9965,0.9954,0.99475,0.92089,0.9965,0.9954,0.99475,0.92869,0.45899,0.61831,0.17359,0.95361,0.000991,0.000991,0.000991
93,117926,0.25914,0.31618,0.12053,0.91825,0.99619,0.9956,0.99475,0.9212,0.99619,0.9956,0.99475,0.92924,0.45851,0.62844,0.17328,0.95733,0.000892,0.000892,0.000892
94,119192,0.24974,0.30568,0.11546,0.91253,0.9958,0.99596,0.99474,0.92088,0.9958,0.99596,0.99474,0.92908,0.45842,0.63696,0.17272,0.96144,0.000793,0.000793,0.000793
95,120459,0.23974,0.29416,0.11098,0.90519,0.9954,0.99636,0.99474,0.92016,0.9954,0.99636,0.99474,0.92941,0.45853,0.65004,0.17232,0.96605,0.000694,0.000694,0.000694
96,121725,0.23069,0.2857,0.10737,0.89903,0.99541,0.9967,0.99472,0.92022,0.99541,0.9967,0.99472,0.9294,0.45864,0.663,0.17149,0.97038,0.000595,0.000595,0.000595
97,122992,0.22327,0.27689,0.1033,0.89445,0.99571,0.9962,0.99473,0.91979,0.99571,0.9962,0.99473,0.92915,0.4587,0.67753,0.17079,0.97476,0.000496,0.000496,0.000496
98,124258,0.21476,0.26853,0.09978,0.88827,0.9954,0.99634,0.99472,0.91911,0.9954,0.99634,0.99472,0.92849,0.45849,0.69424,0.17112,0.97965,0.000397,0.000397,0.000397
99,125525,0.20788,0.26109,0.09646,0.88505,0.99555,0.9964,0.99475,0.91916,0.99535,0.9962,0.99472,0.92815,0.45862,0.71384,0.17087,0.98466,0.000298,0.000298,0.000298
100,126793,0.20158,0.25356,0.09315,0.88183,0.996,0.99619,0.99474,0.91897,0.9956,0.99579,0.99469,0.92785,0.45844,0.73229,0.17124,0.9893,0.000199,0.000199,0.000199
